Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
34	0	2	internal://	OutTimedOutInterests	0	0	0	0
34	0	256	internal://	InInterests	0	0	0	0
34	0	256	internal://	OutInterests	0	0	0	0
34	0	256	internal://	InData	0	0	0	0
34	0	256	internal://	OutData	0	0	0	0
34	0	256	internal://	InNacks	0	0	0	0
34	0	256	internal://	OutNacks	0	0	0	0
34	0	256	internal://	InSatisfiedInterests	7.08355e-47	0	0	0
34	0	256	internal://	InTimedOutInterests	0	0	0	0
34	0	256	internal://	OutSatisfiedInterests	0	0	0	0
34	0	256	internal://	OutTimedOutInterests	0	0	0	0
34	0	257	appFace://	InInterests	2.36118e-45	0	0	0
34	0	257	appFace://	OutInterests	6.49325e-45	0	0	0
34	0	257	appFace://	InData	1.18059e-45	5.81072e-46	0	0
34	0	257	appFace://	OutData	0	0	0	0
34	0	257	appFace://	InNacks	0	0	0	0
34	0	257	appFace://	OutNacks	0	0	0	0
34	0	257	appFace://	InSatisfiedInterests	0	0	0	0
34	0	257	appFace://	InTimedOutInterests	9.22337e-40	0	0	0
34	0	257	appFace://	OutSatisfiedInterests	1.18059e-45	0	0	0
34	0	257	appFace://	OutTimedOutInterests	2.07526e-39	0	0	0
34	0	258	appFace://	InInterests	3.54177e-45	0	0	0
34	0	258	appFace://	OutInterests	6.49325e-45	0	0	0
34	0	258	appFace://	InData	0	0	0	0
34	0	258	appFace://	OutData	1.18059e-45	5.81072e-46	0	0
34	0	258	appFace://	InNacks	0	0	0	0
34	0	258	appFace://	OutNacks	0	0	0	0
34	0	258	appFace://	InSatisfiedInterests	1.18059e-45	0	0	0
34	0	258	appFace://	InTimedOutInterests	9.22337e-40	0	0	0
34	0	258	appFace://	OutSatisfiedInterests	1.18059e-45	0	0	0
34	0	258	appFace://	OutTimedOutInterests	2.07526e-39	0	0	0
34	0	259	appFace://	InInterests	4.13207e-45	0	0	0
34	0	259	appFace://	OutInterests	5.90296e-45	0	0	0
34	0	259	appFace://	InData	0	0	0	0
34	0	259	appFace://	OutData	1.18059e-45	5.81072e-46	0	0
34	0	259	appFace://	InNacks	0	0	0	0
34	0	259	appFace://	OutNacks	0	0	0	0
34	0	259	appFace://	InSatisfiedInterests	1.18059e-45	0	0	0
34	0	259	appFace://	InTimedOutInterests	1.15292e-39	0	0	0
34	0	259	appFace://	OutSatisfiedInterests	1.18059e-45	0	0	0
34	0	259	appFace://	OutTimedOutInterests	1.84467e-39	0	0	0
34	0	-1	all	SatisfiedInterests	1.36949e-45	0	0	0
34	0	-1	all	TimedOutInterests	2.9976e-39	0	0	0
34.5	0	1	internal://	InInterests	0	0	0	0
34.5	0	1	internal://	OutInterests	0	0	0	0
34.5	0	1	internal://	InData	0	0	0	0
34.5	0	1	internal://	OutData	0	0	0	0
34.5	0	1	internal://	InNacks	0	0	0	0
34.5	0	1	internal://	OutNacks	0	0	0	0
34.5	0	1	internal://	InSatisfiedInterests	0	0	0	0
34.5	0	1	internal://	InTimedOutInterests	0	0	0	0
34.5	0	1	internal://	OutSatisfiedInterests	3.30566e-47	0	0	0
34.5	0	1	internal://	OutTimedOutInterests	0	0	0	0
34.5	0	2	internal://	InInterests	0	0	0	0
34.5	0	2	internal://	OutInterests	0	0	0	0
34.5	0	2	internal://	InData	0	0	0	0
34.5	0	2	internal://	OutData	0	0	0	0
34.5	0	2	internal://	InNacks	0	0	0	0
34.5	0	2	internal://	OutNacks	0	0	0	0
34.5	0	2	internal://	InSatisfiedInterests	1.88895e-47	0	0	0
34.5	0	2	internal://	InTimedOutInterests	0	0	0	0
34.5	0	2	internal://	OutSatisfiedInterests	0	0	0	0
34.5	0	2	internal://	OutTimedOutInterests	0	0	0	0
34.5	0	256	internal://	InInterests	0	0	0	0
34.5	0	256	internal://	OutInterests	0	0	0	0
34.5	0	256	internal://	InData	0	0	0	0
34.5	0	256	internal://	OutData	0	0	0	0
34.5	0	256	internal://	InNacks	0	0	0	0
34.5	0	256	internal://	OutNacks	0	0	0	0
34.5	0	256	internal://	InSatisfiedInterests	1.41671e-47	0	0	0
34.5	0	256	internal://	InTimedOutInterests	0	0	0	0
34.5	0	256	internal://	OutSatisfiedInterests	0	0	0	0
34.5	0	256	internal://	OutTimedOutInterests	0	0	0	0
34.5	0	257	appFace://	InInterests	4.72237e-46	0	0	0
34.5	0	257	appFace://	OutInterests	1.29865e-45	0	0	0
34.5	0	257	appFace://	InData	2.36118e-46	1.16214e-46	0	0
34.5	0	257	appFace://	OutData	0	0	0	0
34.5	0	257	appFace://	InNacks	0	0	0	0
34.5	0	257	appFace://	OutNacks	0	0	0	0
34.5	0	257	appFace://	InSatisfiedInterests	0	0	0	0
34.5	0	257	appFace://	InTimedOutInterests	1.84467e-40	0	0	0
34.5	0	257	appFace://	OutSatisfiedInterests	2.36118e-46	0	0	0
34.5	0	257	appFace://	OutTimedOutInterests	4.15052e-40	0	0	0
34.5	0	258	appFace://	InInterests	7.08355e-46	0	0	0
34.5	0	258	appFace://	OutInterests	1.29865e-45	0	0	0
34.5	0	258	appFace://	InData	0	0	0	0
34.5	0	258	appFace://	OutData	2.36118e-46	1.16214e-46	0	0
34.5	0	258	appFace://	InNacks	0	0	0	0
34.5	0	258	appFace://	OutNacks	0	0	0	0
34.5	0	258	appFace://	InSatisfiedInterests	2.36118e-46	0	0	0
34.5	0	258	appFace://	InTimedOutInterests	1.84467e-40	0	0	0
34.5	0	258	appFace://	OutSatisfiedInterests	2.36118e-46	0	0	0
34.5	0	258	appFace://	OutTimedOutInterests	4.15052e-40	0	0	0
34.5	0	259	appFace://	InInterests	8.26414e-46	0	0	0
34.5	0	259	appFace://	OutInterests	1.18059e-45	0	0	0
34.5	0	259	appFace://	InData	0	0	0	0
34.5	0	259	appFace://	OutData	2.36118e-46	1.16214e-46	0	0
34.5	0	259	appFace://	InNacks	0	0	0	0
34.5	0	259	appFace://	OutNacks	0	0	0	0
34.5	0	259	appFace://	InSatisfiedInterests	2.36118e-46	0	0	0
34.5	0	259	appFace://	InTimedOutInterests	2.30584e-40	0	0	0
34.5	0	259	appFace://	OutSatisfiedInterests	2.36118e-46	0	0	0
34.5	0	259	appFace://	OutTimedOutInterests	3.68935e-40	0	0	0
34.5	0	-1	all	SatisfiedInterests	2.73897e-46	0	0	0
34.5	0	-1	all	TimedOutInterests	5.99519e-40	0	0	0
35	0	1	internal://	InInterests	0	0	0	0
35	0	1	internal://	OutInterests	0	0	0	0
35	0	1	internal://	InData	0	0	0	0
35	0	1	internal://	OutData	0	0	0	0
35	0	1	internal://	InNacks	0	0	0	0
35	0	1	internal://	OutNacks	0	0	0	0
35	0	1	internal://	InSatisfiedInterests	0	0	0	0
35	0	1	internal://	InTimedOutInterests	0	0	0	0
35	0	1	internal://	OutSatisfiedInterests	6.61131e-48	0	0	0
35	0	1	internal://	OutTimedOutInterests	0	0	0	0
35	0	2	internal://	InInterests	0	0	0	0
35	0	2	internal://	OutInterests	0	0	0	0
35	0	2	internal://	InData	0	0	0	0
35	0	2	internal://	OutData	0	0	0	0
35	0	2	internal://	InNacks	0	0	0	0
35	0	2	internal://	OutNacks	0	0	0	0
35	0	2	internal://	InSatisfiedInterests	3.77789e-48	0	0	0
35	0	2	internal://	InTimedOutInterests	0	0	0	0
35	0	2	internal://	OutSatisfiedInterests	0	0	0	0
35	0	2	internal://	OutTimedOutInterests	0	0	0	0
35	0	256	internal://	InInterests	0	0	0	0
35	0	256	internal://	OutInterests	0	0	0	0
35	0	256	internal://	InData	0	0	0	0
35	0	256	internal://	OutData	0	0	0	0
35	0	256	internal://	InNacks	0	0	0	0
35	0	256	internal://	OutNacks	0	0	0	0
35	0	256	internal://	InSatisfiedInterests	2.83342e-48	0	0	0
35	0	256	internal://	InTimedOutInterests	0	0	0	0
35	0	256	internal://	OutSatisfiedInterests	0	0	0	0
35	0	256	internal://	OutTimedOutInterests	0	0	0	0
35	0	257	appFace://	InInterests	9.44473e-47	0	0	0
35	0	257	appFace://	OutInterests	2.5973e-46	0	0	0
35	0	257	appFace://	InData	4.72237e-47	2.32429e-47	0	0
35	0	257	appFace://	OutData	0	0	0	0
35	0	257	appFace://	InNacks	0	0	0	0
35	0	257	appFace://	OutNacks	0	0	0	0
35	0	257	appFace://	InSatisfiedInterests	0	0	0	0
35	0	257	appFace://	InTimedOutInterests	3.68935e-41	0	0	0
35	0	257	appFace://	OutSatisfiedInterests	4.72237e-47	0	0	0
35	0	257	appFace://	OutTimedOutInterests	8.30103e-41	0	0	0
35	0	258	appFace://	InInterests	1.41671e-46	0	0	0
35	0	258	appFace://	OutInterests	2.5973e-46	0	0	0
35	0	258	appFace://	InData	0	0	0	0
35	0	258	appFace://	OutData	4.72237e-47	2.32429e-47	0	0
35	0	258	appFace://	InNacks	0	0	0	0
35	0	258	appFace://	OutNacks	0	0	0	0
35	0	258	appFace://	InSatisfiedInterests	4.72237e-47	0	0	0
35	0	258	appFace://	InTimedOutInterests	3.68935e-41	0	0	0
35	0	258	appFace://	OutSatisfiedInterests	4.72237e-47	0	0	0
35	0	258	appFace://	OutTimedOutInterests	8.30103e-41	0	0	0
35	0	259	appFace://	InInterests	1.65283e-46	0	0	0
35	0	259	appFace://	OutInterests	2.36118e-46	0	0	0
35	0	259	appFace://	InData	0	0	0	0
35	0	259	appFace://	OutData	4.72237e-47	2.32429e-47	0	0
35	0	259	appFace://	InNacks	0	0	0	0
35	0	259	appFace://	OutNacks	0	0	0	0
35	0	259	appFace://	InSatisfiedInterests	4.72237e-47	0	0	0
35	0	259	appFace://	InTimedOutInterests	4.61169e-41	0	0	0
35	0	259	appFace://	OutSatisfiedInterests	4.72237e-47	0	0	0
35	0	259	appFace://	OutTimedOutInterests	7.3787e-41	0	0	0
35	0	-1	all	SatisfiedInterests	5.47795e-47	0	0	0
35	0	-1	all	TimedOutInterests	1.19904e-40	0	0	0
35.5	0	1	internal://	InInterests	0	0	0	0
35.5	0	1	internal://	OutInterests	0	0	0	0
35.5	0	1	internal://	InData	0	0	0	0
35.5	0	1	internal://	OutData	0	0	0	0
35.5	0	1	internal://	InNacks	0	0	0	0
35.5	0	1	internal://	OutNacks	0	0	0	0
35.5	0	1	internal://	InSatisfiedInterests	0	0	0	0
35.5	0	1	internal://	InTimedOutInterests	0	0	0	0
35.5	0	1	internal://	OutSatisfiedInterests	1.32226e-48	0	0	0
35.5	0	1	internal://	OutTimedOutInterests	0	0	0	0
35.5	0	2	internal://	InInterests	0	0	0	0
35.5	0	2	internal://	OutInterests	0	0	0	0
35.5	0	2	internal://	InData	0	0	0	0
35.5	0	2	internal://	OutData	0	0	0	0
35.5	0	2	internal://	InNacks	0	0	0	0
35.5	0	2	internal://	OutNacks	0	0	0	0
35.5	0	2	internal://	InSatisfiedInterests	7.55579e-49	0	0	0
35.5	0	2	internal://	InTimedOutInterests	0	0	0	0
35.5	0	2	internal://	OutSatisfiedInterests	0	0	0	0
35.5	0	2	internal://	OutTimedOutInterests	0	0	0	0
35.5	0	256	internal://	InInterests	0	0	0	0
35.5	0	256	internal://	OutInterests	0	0	0	0
35.5	0	256	internal://	InData	0	0	0	0
35.5	0	256	internal://	OutData	0	0	0	0
35.5	0	256	internal://	InNacks	0	0	0	0
35.5	0	256	internal://	OutNacks	0	0	0	0
35.5	0	256	internal://	InSatisfiedInterests	5.66684e-49	0	0	0
35.5	0	256	internal://	InTimedOutInterests	0	0	0	0
35.5	0	256	internal://	OutSatisfiedInterests	0	0	0	0
35.5	0	256	internal://	OutTimedOutInterests	0	0	0	0
35.5	0	257	appFace://	InInterests	1.88895e-47	0	0	0
35.5	0	257	appFace://	OutInterests	5.1946e-47	0	0	0
35.5	0	257	appFace://	InData	9.44473e-48	4.64858e-48	0	0
35.5	0	257	appFace://	OutData	0	0	0	0
35.5	0	257	appFace://	InNacks	0	0	0	0
35.5	0	257	appFace://	OutNacks	0	0	0	0
35.5	0	257	appFace://	InSatisfiedInterests	0	0	0	0
35.5	0	257	appFace://	InTimedOutInterests	7.3787e-42	0	0	0
35.5	0	257	appFace://	OutSatisfiedInterests	9.44473e-48	0	0	0
35.5	0	257	appFace://	OutTimedOutInterests	1.66021e-41	0	0	0
35.5	0	258	appFace://	InInterests	2.83342e-47	0	0	0
35.5	0	258	appFace://	OutInterests	5.1946e-47	0	0	0
35.5	0	258	appFace://	InData	0	0	0	0
35.5	0	258	appFace://	OutData	9.44473e-48	4.64858e-48	0	0
35.5	0	258	appFace://	InNacks	0	0	0	0
35.5	0	258	appFace://	OutNacks	0	0	0	0
35.5	0	258	appFace://	InSatisfiedInterests	9.44473e-48	0	0	0
35.5	0	258	appFace://	InTimedOutInterests	7.3787e-42	0	0	0
35.5	0	258	appFace://	OutSatisfiedInterests	9.44473e-48	0	0	0
35.5	0	258	appFace://	OutTimedOutInterests	1.66021e-41	0	0	0
35.5	0	259	appFace://	InInterests	3.30566e-47	0	0	0
35.5	0	259	appFace://	OutInterests	4.72237e-47	0	0	0
35.5	0	259	appFace://	InData	0	0	0	0
35.5	0	259	appFace://	OutData	9.44473e-48	4.64858e-48	0	0
35.5	0	259	appFace://	InNacks	0	0	0	0
35.5	0	259	appFace://	OutNacks	0	0	0	0
35.5	0	259	appFace://	InSatisfiedInterests	9.44473e-48	0	0	0
35.5	0	259	appFace://	InTimedOutInterests	9.22337e-42	0	0	0
35.5	0	259	appFace://	OutSatisfiedInterests	9.44473e-48	0	0	0
35.5	0	259	appFace://	OutTimedOutInterests	1.47574e-41	0	0	0
35.5	0	-1	all	SatisfiedInterests	1.09559e-47	0	0	0
35.5	0	-1	all	TimedOutInterests	2.39808e-41	0	0	0
36	0	1	internal://	InInterests	0	0	0	0
36	0	1	internal://	OutInterests	0	0	0	0
36	0	1	internal://	InData	0	0	0	0
36	0	1	internal://	OutData	0	0	0	0
36	0	1	internal://	InNacks	0	0	0	0
36	0	1	internal://	OutNacks	0	0	0	0
36	0	1	internal://	InSatisfiedInterests	0	0	0	0
36	0	1	internal://	InTimedOutInterests	0	0	0	0
36	0	1	internal://	OutSatisfiedInterests	2.64453e-49	0	0	0
36	0	1	internal://	OutTimedOutInterests	0	0	0	0
36	0	2	internal://	InInterests	0	0	0	0
36	0	2	internal://	OutInterests	0	0	0	0
36	0	2	internal://	InData	0	0	0	0
36	0	2	internal://	OutData	0	0	0	0
36	0	2	internal://	InNacks	0	0	0	0
36	0	2	internal://	OutNacks	0	0	0	0
36	0	2	internal://	InSatisfiedInterests	1.51116e-49	0	0	0
36	0	2	internal://	InTimedOutInterests	0	0	0	0
36	0	2	internal://	OutSatisfiedInterests	0	0	0	0
36	0	2	internal://	OutTimedOutInterests	0	0	0	0
36	0	256	internal://	InInterests	0	0	0	0
36	0	256	internal://	OutInterests	0	0	0	0
36	0	256	internal://	InData	0	0	0	0
36	0	256	internal://	OutData	0	0	0	0
36	0	256	internal://	InNacks	0	0	0	0
36	0	256	internal://	OutNacks	0	0	0	0
36	0	256	internal://	InSatisfiedInterests	1.13337e-49	0	0	0
36	0	256	internal://	InTimedOutInterests	0	0	0	0
36	0	256	internal://	OutSatisfiedInterests	0	0	0	0
36	0	256	internal://	OutTimedOutInterests	0	0	0	0
36	0	257	appFace://	InInterests	3.77789e-48	0	0	0
36	0	257	appFace://	OutInterests	1.03892e-47	0	0	0
36	0	257	appFace://	InData	1.88895e-48	9.29716e-49	0	0
36	0	257	appFace://	OutData	0	0	0	0
36	0	257	appFace://	InNacks	0	0	0	0
36	0	257	appFace://	OutNacks	0	0	0	0
36	0	257	appFace://	InSatisfiedInterests	0	0	0	0
36	0	257	appFace://	InTimedOutInterests	1.47574e-42	0	0	0
36	0	257	appFace://	OutSatisfiedInterests	1.88895e-48	0	0	0
36	0	257	appFace://	OutTimedOutInterests	3.32041e-42	0	0	0
36	0	258	appFace://	InInterests	5.66684e-48	0	0	0
36	0	258	appFace://	OutInterests	1.03892e-47	0	0	0
36	0	258	appFace://	InData	0	0	0	0
36	0	258	appFace://	OutData	1.88895e-48	9.29716e-49	0	0
36	0	258	appFace://	InNacks	0	0	0	0
36	0	258	appFace://	OutNacks	0	0	0	0
36	0	258	appFace://	InSatisfiedInterests	1.88895e-48	0	0	0
36	0	258	appFace://	InTimedOutInterests	1.47574e-42	0	0	0
36	0	258	appFace://	OutSatisfiedInterests	1.88895e-48	0	0	0
36	0	258	appFace://	OutTimedOutInterests	3.32041e-42	0	0	0
36	0	259	appFace://	InInterests	6.61131e-48	0	0	0
36	0	259	appFace://	OutInterests	9.44473e-48	0	0	0
36	0	259	appFace://	InData	0	0	0	0
36	0	259	appFace://	OutData	1.88895e-48	9.29716e-49	0	0
36	0	259	appFace://	InNacks	0	0	0	0
36	0	259	appFace://	OutNacks	0	0	0	0
36	0	259	appFace://	InSatisfiedInterests	1.88895e-48	0	0	0
36	0	259	appFace://	InTimedOutInterests	1.84467e-42	0	0	0
36	0	259	appFace://	OutSatisfiedInterests	1.88895e-48	0	0	0
36	0	259	appFace://	OutTimedOutInterests	2.95148e-42	0	0	0
36	0	-1	all	SatisfiedInterests	2.19118e-48	0	0	0
36	0	-1	all	TimedOutInterests	4.79615e-42	0	0	0
36.5	0	1	internal://	InInterests	0	0	0	0
36.5	0	1	internal://	OutInterests	0	0	0	0
36.5	0	1	internal://	InData	0	0	0	0
36.5	0	1	internal://	OutData	0	0	0	0
36.5	0	1	internal://	InNacks	0	0	0	0
36.5	0	1	internal://	OutNacks	0	0	0	0
36.5	0	1	internal://	InSatisfiedInterests	0	0	0	0
36.5	0	1	internal://	InTimedOutInterests	0	0	0	0
36.5	0	1	internal://	OutSatisfiedInterests	5.28905e-50	0	0	0
36.5	0	1	internal://	OutTimedOutInterests	0	0	0	0
36.5	0	2	internal://	InInterests	0	0	0	0
36.5	0	2	internal://	OutInterests	0	0	0	0
36.5	0	2	internal://	InData	0	0	0	0
36.5	0	2	internal://	OutData	0	0	0	0
36.5	0	2	internal://	InNacks	0	0	0	0
36.5	0	2	internal://	OutNacks	0	0	0	0
36.5	0	2	internal://	InSatisfiedInterests	3.02231e-50	0	0	0
36.5	0	2	internal://	InTimedOutInterests	0	0	0	0
36.5	0	2	internal://	OutSatisfiedInterests	0	0	0	0
36.5	0	2	internal://	OutTimedOutInterests	0	0	0	0
36.5	0	256	internal://	InInterests	0	0	0	0
36.5	0	256	internal://	OutInterests	0	0	0	0
36.5	0	256	internal://	InData	0	0	0	0
36.5	0	256	internal://	OutData	0	0	0	0
36.5	0	256	internal://	InNacks	0	0	0	0
36.5	0	256	internal://	OutNacks	0	0	0	0
36.5	0	256	internal://	InSatisfiedInterests	2.26674e-50	0	0	0
36.5	0	256	internal://	InTimedOutInterests	0	0	0	0
36.5	0	256	internal://	OutSatisfiedInterests	0	0	0	0
36.5	0	256	internal://	OutTimedOutInterests	0	0	0	0
36.5	0	257	appFace://	InInterests	7.55579e-49	0	0	0
36.5	0	257	appFace://	OutInterests	2.07784e-48	0	0	0
36.5	0	257	appFace://	InData	3.77789e-49	1.85943e-49	0	0
36.5	0	257	appFace://	OutData	0	0	0	0
36.5	0	257	appFace://	InNacks	0	0	0	0
36.5	0	257	appFace://	OutNacks	0	0	0	0
36.5	0	257	appFace://	InSatisfiedInterests	0	0	0	0
36.5	0	257	appFace://	InTimedOutInterests	2.95148e-43	0	0	0
36.5	0	257	appFace://	OutSatisfiedInterests	3.77789e-49	0	0	0
36.5	0	257	appFace://	OutTimedOutInterests	6.64083e-43	0	0	0
36.5	0	258	appFace://	InInterests	1.13337e-48	0	0	0
36.5	0	258	appFace://	OutInterests	2.07784e-48	0	0	0
36.5	0	258	appFace://	InData	0	0	0	0
36.5	0	258	appFace://	OutData	3.77789e-49	1.85943e-49	0	0
36.5	0	258	appFace://	InNacks	0	0	0	0
36.5	0	258	appFace://	OutNacks	0	0	0	0
36.5	0	258	appFace://	InSatisfiedInterests	3.77789e-49	0	0	0
36.5	0	258	appFace://	InTimedOutInterests	2.95148e-43	0	0	0
36.5	0	258	appFace://	OutSatisfiedInterests	3.77789e-49	0	0	0
36.5	0	258	appFace://	OutTimedOutInterests	6.64083e-43	0	0	0
36.5	0	259	appFace://	InInterests	1.32226e-48	0	0	0
36.5	0	259	appFace://	OutInterests	1.88895e-48	0	0	0
36.5	0	259	appFace://	InData	0	0	0	0
36.5	0	259	appFace://	OutData	3.77789e-49	1.85943e-49	0	0
36.5	0	259	appFace://	InNacks	0	0	0	0
36.5	0	259	appFace://	OutNacks	0	0	0	0
36.5	0	259	appFace://	InSatisfiedInterests	3.77789e-49	0	0	0
36.5	0	259	appFace://	InTimedOutInterests	3.68935e-43	0	0	0
36.5	0	259	appFace://	OutSatisfiedInterests	3.77789e-49	0	0	0
36.5	0	259	appFace://	OutTimedOutInterests	5.90296e-43	0	0	0
36.5	0	-1	all	SatisfiedInterests	4.38236e-49	0	0	0
36.5	0	-1	all	TimedOutInterests	9.59231e-43	0	0	0
37	0	1	internal://	InInterests	0	0	0	0
37	0	1	internal://	OutInterests	0	0	0	0
37	0	1	internal://	InData	0	0	0	0
37	0	1	internal://	OutData	0	0	0	0
37	0	1	internal://	InNacks	0	0	0	0
37	0	1	internal://	OutNacks	0	0	0	0
37	0	1	internal://	InSatisfiedInterests	0	0	0	0
37	0	1	internal://	InTimedOutInterests	0	0	0	0
37	0	1	internal://	OutSatisfiedInterests	1.05781e-50	0	0	0
37	0	1	internal://	OutTimedOutInterests	0	0	0	0
37	0	2	internal://	InInterests	0	0	0	0
37	0	2	internal://	OutInterests	0	0	0	0
37	0	2	internal://	InData	0	0	0	0
37	0	2	internal://	OutData	0	0	0	0
37	0	2	internal://	InNacks	0	0	0	0
37	0	2	internal://	OutNacks	0	0	0	0
37	0	2	internal://	InSatisfiedInterests	6.04463e-51	0	0	0
37	0	2	internal://	InTimedOutInterests	0	0	0	0
37	0	2	internal://	OutSatisfiedInterests	0	0	0	0
37	0	2	internal://	OutTimedOutInterests	0	0	0	0
37	0	256	internal://	InInterests	0	0	0	0
37	0	256	internal://	OutInterests	0	0	0	0
37	0	256	internal://	InData	0	0	0	0
37	0	256	internal://	OutData	0	0	0	0
37	0	256	internal://	InNacks	0	0	0	0
37	0	256	internal://	OutNacks	0	0	0	0
37	0	256	internal://	InSatisfiedInterests	4.53347e-51	0	0	0
37	0	256	internal://	InTimedOutInterests	0	0	0	0
37	0	256	internal://	OutSatisfiedInterests	0	0	0	0
37	0	256	internal://	OutTimedOutInterests	0	0	0	0
37	0	257	appFace://	InInterests	1.51116e-49	0	0	0
37	0	257	appFace://	OutInterests	4.15568e-49	0	0	0
37	0	257	appFace://	InData	7.55579e-50	3.71886e-50	0	0
37	0	257	appFace://	OutData	0	0	0	0
37	0	257	appFace://	InNacks	0	0	0	0
37	0	257	appFace://	OutNacks	0	0	0	0
37	0	257	appFace://	InSatisfiedInterests	0	0	0	0
37	0	257	appFace://	InTimedOutInterests	5.90296e-44	0	0	0
37	0	257	appFace://	OutSatisfiedInterests	7.55579e-50	0	0	0
37	0	257	appFace://	OutTimedOutInterests	1.32817e-43	0	0	0
37	0	258	appFace://	InInterests	2.26674e-49	0	0	0
37	0	258	appFace://	OutInterests	4.15568e-49	0	0	0
37	0	258	appFace://	InData	0	0	0	0
37	0	258	appFace://	OutData	7.55579e-50	3.71886e-50	0	0
37	0	258	appFace://	InNacks	0	0	0	0
37	0	258	appFace://	OutNacks	0	0	0	0
37	0	258	appFace://	InSatisfiedInterests	7.55579e-50	0	0	0
37	0	258	appFace://	InTimedOutInterests	5.90296e-44	0	0	0
37	0	258	appFace://	OutSatisfiedInterests	7.55579e-50	0	0	0
37	0	258	appFace://	OutTimedOutInterests	1.32817e-43	0	0	0
37	0	259	appFace://	InInterests	2.64453e-49	0	0	0
37	0	259	appFace://	OutInterests	3.77789e-49	0	0	0
37	0	259	appFace://	InData	0	0	0	0
37	0	259	appFace://	OutData	7.55579e-50	3.71886e-50	0	0
37	0	259	appFace://	InNacks	0	0	0	0
37	0	259	appFace://	OutNacks	0	0	0	0
37	0	259	appFace://	InSatisfiedInterests	7.55579e-50	0	0	0
37	0	259	appFace://	InTimedOutInterests	7.3787e-44	0	0	0
37	0	259	appFace://	OutSatisfiedInterests	7.55579e-50	0	0	0
37	0	259	appFace://	OutTimedOutInterests	1.18059e-43	0	0	0
37	0	-1	all	SatisfiedInterests	8.76471e-50	0	0	0
37	0	-1	all	TimedOutInterests	1.91846e-43	0	0	0
37.5	0	1	internal://	InInterests	0	0	0	0
37.5	0	1	internal://	OutInterests	0	0	0	0
37.5	0	1	internal://	InData	0	0	0	0
37.5	0	1	internal://	OutData	0	0	0	0
37.5	0	1	internal://	InNacks	0	0	0	0
37.5	0	1	internal://	OutNacks	0	0	0	0
37.5	0	1	internal://	InSatisfiedInterests	0	0	0	0
37.5	0	1	internal://	InTimedOutInterests	0	0	0	0
37.5	0	1	internal://	OutSatisfiedInterests	2.11562e-51	0	0	0
37.5	0	1	internal://	OutTimedOutInterests	0	0	0	0
37.5	0	2	internal://	InInterests	0	0	0	0
37.5	0	2	internal://	OutInterests	0	0	0	0
37.5	0	2	internal://	InData	0	0	0	0
37.5	0	2	internal://	OutData	0	0	0	0
37.5	0	2	internal://	InNacks	0	0	0	0
37.5	0	2	internal://	OutNacks	0	0	0	0
37.5	0	2	internal://	InSatisfiedInterests	1.20893e-51	0	0	0
37.5	0	2	internal://	InTimedOutInterests	0	0	0	0
37.5	0	2	internal://	OutSatisfiedInterests	0	0	0	0
37.5	0	2	internal://	OutTimedOutInterests	0	0	0	0
37.5	0	256	internal://	InInterests	0	0	0	0
37.5	0	256	internal://	OutInterests	0	0	0	0
37.5	0	256	internal://	InData	0	0	0	0
37.5	0	256	internal://	OutData	0	0	0	0
37.5	0	256	internal://	InNacks	0	0	0	0
37.5	0	256	internal://	OutNacks	0	0	0	0
37.5	0	256	internal://	InSatisfiedInterests	9.06694e-52	0	0	0
37.5	0	256	internal://	InTimedOutInterests	0	0	0	0
37.5	0	256	internal://	OutSatisfiedInterests	0	0	0	0
37.5	0	256	internal://	OutTimedOutInterests	0	0	0	0
37.5	0	257	appFace://	InInterests	3.02231e-50	0	0	0
37.5	0	257	appFace://	OutInterests	8.31137e-50	0	0	0
37.5	0	257	appFace://	InData	1.51116e-50	7.43773e-51	0	0
37.5	0	257	appFace://	OutData	0	0	0	0
37.5	0	257	appFace://	InNacks	0	0	0	0
37.5	0	257	appFace://	OutNacks	0	0	0	0
37.5	0	257	appFace://	InSatisfiedInterests	0	0	0	0
37.5	0	257	appFace://	InTimedOutInterests	1.18059e-44	0	0	0
37.5	0	257	appFace://	OutSatisfiedInterests	1.51116e-50	0	0	0
37.5	0	257	appFace://	OutTimedOutInterests	2.65633e-44	0	0	0
37.5	0	258	appFace://	InInterests	4.53347e-50	0	0	0
37.5	0	258	appFace://	OutInterests	8.31137e-50	0	0	0
37.5	0	258	appFace://	InData	0	0	0	0
37.5	0	258	appFace://	OutData	1.51116e-50	7.43773e-51	0	0
37.5	0	258	appFace://	InNacks	0	0	0	0
37.5	0	258	appFace://	OutNacks	0	0	0	0
37.5	0	258	appFace://	InSatisfiedInterests	1.51116e-50	0	0	0
37.5	0	258	appFace://	InTimedOutInterests	1.18059e-44	0	0	0
37.5	0	258	appFace://	OutSatisfiedInterests	1.51116e-50	0	0	0
37.5	0	258	appFace://	OutTimedOutInterests	2.65633e-44	0	0	0
37.5	0	259	appFace://	InInterests	5.28905e-50	0	0	0
37.5	0	259	appFace://	OutInterests	7.55579e-50	0	0	0
37.5	0	259	appFace://	InData	0	0	0	0
37.5	0	259	appFace://	OutData	1.51116e-50	7.43773e-51	0	0
37.5	0	259	appFace://	InNacks	0	0	0	0
37.5	0	259	appFace://	OutNacks	0	0	0	0
